id,post_parent,image,image_gallery,post_title,post_content,post_excerpt,post_name,post_date,_sku,product_cat,product_tag,_regular_price,_sale_price,_sale_price_dates_from,_sale_price_dates_to,_featured,_tax_status,_tax_class,_weight,_height,_width,_length,_stock,_stock_status,_manage_stock,_backorders,_sold_individually,product_shipping_class,grouped_items,_product_adminlink,_purchase_note,post_status,_visibility,_upsell_ids,_crosssell_ids,_downloadable,_virtual,_download_expiry,_download_limit,_downloadable_files,_download_type,_product_url,_button_text,comment_status,menu_order,product_type,_product_permalink,_default_attributes,_custom_attributes,_variation_description,post_author,attribute_pa_size,attribute_pa_team,attribute_pa_color,attribute_pa_design,attribute_pa_name-printing-embroidery,attribute_pa_trainingshoe,attribute_pa_racespikes,attribute_pa_trainshoesize,attribute_pa_racespikesize,attribute_pa_tsize,attribute_pa_soccershoe,attribute_pa_shinguardsize,attribute_pa_soccerballsize,attribute_pa_sports-emblem-on-jacket
77677,0,https://ritchiessports.com/wp-content/uploads/2020/04/asics-excite-6-ladies.jpg,,Ladies Asics Gel-Excite 6 (Ladies Running),,"Enjoy the freedom of running on the open road with the women's GEL-EXCITE&#x2122; 6 running shoe, specifically designed to help you go the distance. Featuring GEL® technology to the rear for comfort and bounce with every step, this ASICS running shoe with its high-level of energized cushioning is sure to keep you going even across the most challenging distances. Designed with Jacquard mesh fabric to allow the feet to stay cool and dry even when working up a sweat, this men's running shoe will keep your feet fresher and in top condition for longer. Set on a durable outsole for a hardwearing quality, it features AMPLIFOAM&#x2122; technology for a flexible and tactile ride. Lightweight for easier running, its ORTHOLITE&#x2122; sockliner also helps with effective moisture management while providing responsive rebound to improve your overall technique. Packaged neatly in a contemporary design, with signature ASICS stripes thrown into the mix, the GEL-EXCITE&#x2122; 6 model is a versatile footwear option that puts your comfort first.",ladies-asics-gel-excite-6-ladies-running,2020-04-13 23:17:57,,Running Shoes,,50.00,,,,,taxable,Standard,,,,,1,instock,yes,no,,,,post.php?post=77677&action=edit,,publish,,,,no,no,-1,-1,,,,,no,0,variable,https://ritchiessports.com/product/ladies-asics-gel-excite-6-ladies-running/,,,,Joshua Ritchie,,,Grey/Electric,,,,,"women\'s 6.5, women\'s 8.5, women\'s 9, women\'s 9.5, women\'s 10",,,,,,
77686,77677,,,Ladies Asics Gel-Excite 6 (Ladies Running) [#77677 var] (women\'s 9.5)(Grey/Electric),,,,,,,,75,55.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,,,,,,Grey/Electric,,,,,women\'s 9.5,,,,,,
77687,77677,,,Ladies Asics Gel-Excite 6 (Ladies Running) [#77677 var] (women\'s 9)(Grey/Electric),,,,,,,,75,55.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,2,,,,,,,,,Grey/Electric,,,,,women\'s 9,,,,,,
77688,77677,,,Ladies Asics Gel-Excite 6 (Ladies Running) [#77677 var] (women\'s 8.5)(Grey/Electric),,,,,,,,75,55.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,3,,,,,,,,,Grey/Electric,,,,,women\'s 8.5,,,,,,
77689,77677,,,Ladies Asics Gel-Excite 6 (Ladies Running) [#77677 var] (women\'s 6.5)(Grey/Electric),,,,,,,,75,55.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,4,,,,,,,,,Grey/Electric,,,,,women\'s 6.5,,,,,,
77690,77677,,,Ladies Asics Gel-Excite 6 (Ladies Running) [#77677 var] (women\'s 10)(Grey/Electric),,,,,,,,75,55.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,5,,,,,,,,,Grey/Electric,,,,,women\'s 10,,,,,,
77665,0,https://ritchiessports.com/wp-content/uploads/2020/04/ascis-2000-mist-white.jpg,,Ladies Asics GT-2000 7 (Ladies Running),,The fit of the GT-2000® 7 running shoe has been improved. We did this by using a new last the footform that gives the upper its shape. This last fits more true to size and has a slightly wider and higher toebox allowing the foot to spread out more naturally at toeoff. Also the upper of the GT-2000® 7 shoe has been enhanced with a new engineered mesh for a glove-like fit over the top of the foot. This mesh has been engineered to give more support to areas of the upper where the foot needs it and less to others for better breathability. These enhancements combine to make the GT-2000® 7 one comfortable running shoe. Make no mistake€”the GT-2000® 7 running shoe has plenty of stability designed for athletes who love to run. The added stability comes in part from the DYNAMIC DUOMAX® support system positioned under the heel and middle of the foot to guard against overpronation or the excessive inward rolling of the foot just after the foot hits the ground. FLYTEFOAM® technology is layered over the DYNAMIC DUOMAX® support system for responsive cushioning helping you run farther while supersoft SPEVAFOAM® midsole material just under the foot reduces impact to minimize the strain on your body. Reliable grip is vital for any runner and the GT-2000® 7 shoe has got that covered. The durable AHAR® rubber outsole in the heel and lightweight AHAR® rubber in the forefoot is designed to offer extra traction keeping you stable on any road surface. This durable compound also protects the shoes against damage that can be caused by long-term wear. Simply put the GT-2000® 7 shoe takes care of all the details leaving you to focus on enjoying your run. Weight: 8.67. Heel Height: 21mm. Forefoot Height: 11mm.,ladies-asics-gt-2000-7-ladies-running-2,2020-04-13 23:10:14,,Running Shoes,,50.00,,,,,taxable,Standard,,,,,2,instock,yes,no,,,,post.php?post=77665&action=edit,,publish,,,,no,no,-1,-1,,,,,no,0,variable,https://ritchiessports.com/product/ladies-asics-gt-2000-7-ladies-running-2/,,,,Joshua Ritchie,,,Mist/White,,,,,"women\'s 6.5, women\'s 7, women\'s 7.5, women\'s 9.5, women\'s 10.5, women\'s 11",,,,,,
77691,77665,,,Ladies Asics GT-2000 7 (Ladies Running) [#77665 var] (women\'s 9.5)(Mist/White),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,,,,,,Mist/White,,,,,women\'s 9.5,,,,,,
77692,77665,,,Ladies Asics GT-2000 7 (Ladies Running) [#77665 var] (women\'s 7.5)(Mist/White),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,2,,,,,,,,,Mist/White,,,,,women\'s 7.5,,,,,,
77693,77665,,,Ladies Asics GT-2000 7 (Ladies Running) [#77665 var] (women\'s 7)(Mist/White),,,,,,,,120,89.95,,,,taxable,Standard,,,,,3,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,3,,,,,,,,,Mist/White,,,,,women\'s 7,,,,,,
77694,77665,,,Ladies Asics GT-2000 7 (Ladies Running) [#77665 var] (women\'s 6.5)(Mist/White),,,,,,,,120,89.95,,,,taxable,Standard,,,,,2,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,4,,,,,,,,,Mist/White,,,,,women\'s 6.5,,,,,,
77695,77665,,,Ladies Asics GT-2000 7 (Ladies Running) [#77665 var] (women\'s 11)(Mist/White),,,,,,,,120,89.95,,,,taxable,Standard,,,,,2,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,5,,,,,,,,,Mist/White,,,,,women\'s 11,,,,,,
77696,77665,,,Ladies Asics GT-2000 7 (Ladies Running) [#77665 var] (women\'s 10.5)(Mist/White),,,,,,,,120,89.95,,,,taxable,Standard,,,,,2,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,6,,,,,,,,,Mist/White,,,,,women\'s 10.5,,,,,,
77655,0,https://ritchiessports.com/wp-content/uploads/2020/04/asics-ladies-2000-bk-pink.jpg,,Ladies Asics GT-2000 7 (Ladies Running),,The fit of the GT-2000® 7 running shoe has been improved. We did this by using a new last the footform that gives the upper its shape. This last fits more true to size and has a slightly wider and higher toebox allowing the foot to spread out more naturally at toeoff. Also the upper of the GT-2000® 7 shoe has been enhanced with a new engineered mesh for a glove-like fit over the top of the foot. This mesh has been engineered to give more support to areas of the upper where the foot needs it and less to others for better breathability. These enhancements combine to make the GT-2000® 7 one comfortable running shoe. Make no mistake€”the GT-2000® 7 running shoe has plenty of stability designed for athletes who love to run. The added stability comes in part from the DYNAMIC DUOMAX® support system positioned under the heel and middle of the foot to guard against overpronation or the excessive inward rolling of the foot just after the foot hits the ground. FLYTEFOAM® technology is layered over the DYNAMIC DUOMAX® support system for responsive cushioning helping you run farther while supersoft SPEVAFOAM® midsole material just under the foot reduces impact to minimize the strain on your body. Reliable grip is vital for any runner and the GT-2000® 7 shoe has got that covered. The durable AHAR® rubber outsole in the heel and lightweight AHAR® rubber in the forefoot is designed to offer extra traction keeping you stable on any road surface. This durable compound also protects the shoes against damage that can be caused by long-term wear. Simply put the GT-2000® 7 shoe takes care of all the details leaving you to focus on enjoying your run. Weight: 8.67. Heel Height: 21mm. Forefoot Height: 11mm.,ladies-asics-gt-2000-7-ladies-running,2020-04-13 22:56:56,,Running Shoes,,50.00,,,,,taxable,Standard,,,,,1,instock,yes,no,,,,post.php?post=77655&action=edit,,publish,,,,no,no,-1,-1,,,,,no,0,variable,https://ritchiessports.com/product/ladies-asics-gt-2000-7-ladies-running/,,,,Joshua Ritchie,,,Black/Pink Glow,,,,,"women\'s 8.5, women\'s 9, women\'s 10",,,,,,
77662,77655,,,Ladies Asics GT-2000 7 (Ladies Running) [#77655 var] (women\'s 9)(Black/Pink Glow),,,,,,,,120,89.95,,,,taxable,Standard,,,,,2,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,,,,,,Black/Pink Glow,,,,,women\'s 9,,,,,,
77663,77655,,,Ladies Asics GT-2000 7 (Ladies Running) [#77655 var] (women\'s 8.5)(Black/Pink Glow),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,2,,,,,,,,,Black/Pink Glow,,,,,women\'s 8.5,,,,,,
77664,77655,,,Ladies Asics GT-2000 7 (Ladies Running) [#77655 var] (women\'s 10)(Black/Pink Glow),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,3,,,,,,,,,Black/Pink Glow,,,,,women\'s 10,,,,,,
77632,0,https://ritchiessports.com/wp-content/uploads/2020/04/saucony-guide-ladies-fog.jpg,,Ladies Saucony Guide ISO (Ladies Running),,"Product Details
gineered mesh upper: Provides a dynamic, lightweight fit
EVERUN topsole and PWRFOAM midsole: Provides enhanced energy return and continuous cushioning throughout the run
ISOFIT dynamic upper: Creates a dynamic fit system by adapting to the shape of the runner's foot
Medial posted midsole: Provides an effortless transition with each step
1000020487
Drop: 8 mm
WEIGHT: 9.1 ounces",ladies-saucony-guide-iso-ladies-running,2020-04-09 23:39:35,,Running Shoes,,50.00,,,,,taxable,Standard,,,,,1,instock,yes,no,,,,post.php?post=77632&action=edit,,publish,,,,no,no,-1,-1,,,,,no,0,variable,https://ritchiessports.com/product/ladies-saucony-guide-iso-ladies-running/,,,,Joshua Ritchie,,,Fog/Purple/Mint,,,,,"women\'s 6.5, women\'s 7.5, women\'s 9, women\'s 11, womens 5",,,,,,
77639,77632,,,Ladies Saucony Guide ISO (Ladies Running) [#77632 var] (womens 5)(Fog/Purple/Mint),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,,,,,,Fog/Purple/Mint,,,,,womens 5,,,,,,
77640,77632,,,Ladies Saucony Guide ISO (Ladies Running) [#77632 var] (women\'s 9)(Fog/Purple/Mint),,,,,,,,120,89.95,,,,taxable,Standard,,,,,2,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,2,,,,,,,,,Fog/Purple/Mint,,,,,women\'s 9,,,,,,
77641,77632,,,Ladies Saucony Guide ISO (Ladies Running) [#77632 var] (women\'s 7.5)(Fog/Purple/Mint),,,,,,,,120,89.95,,,,taxable,Standard,,,,,2,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,3,,,,,,,,,Fog/Purple/Mint,,,,,women\'s 7.5,,,,,,
77642,77632,,,Ladies Saucony Guide ISO (Ladies Running) [#77632 var] (women\'s 6.5)(Fog/Purple/Mint),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,4,,,,,,,,,Fog/Purple/Mint,,,,,women\'s 6.5,,,,,,
77643,77632,,,Ladies Saucony Guide ISO (Ladies Running) [#77632 var] (women\'s 11)(Fog/Purple/Mint),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,5,,,,,,,,,Fog/Purple/Mint,,,,,women\'s 11,,,,,,
77623,0,https://ritchiessports.com/wp-content/uploads/2020/04/purple-kanvara.jpg,,Ladies Saucony Kinvara 9 (Ladies Running),,"Product Details
",ladies-saucony-kinvara-9-ladies-running,2020-04-09 23:36:48,,Running Shoes,,50.00,,,,,taxable,Standard,,,,,1,instock,yes,no,,,,post.php?post=77623&action=edit,,publish,,,,no,no,-1,-1,,,,,no,0,variable,https://ritchiessports.com/product/ladies-saucony-kinvara-9-ladies-running/,,,,Joshua Ritchie,,,Purple/Pink,,,,,"women\'s 8, women\'s 10",,,,,,
77630,77623,,,Ladies Saucony Kinvara 9 (Ladies Running) [#77623 var] (women\'s 8)(Purple/Pink),,,,,,,,110,80.50,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,,,,,,Purple/Pink,,,,,women\'s 8,,,,,,
77631,77623,,,Ladies Saucony Kinvara 9 (Ladies Running) [#77623 var] (women\'s 10)(Purple/Pink),,,,,,,,110,80.50,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,2,,,,,,,,,Purple/Pink,,,,,women\'s 10,,,,,,
77605,0,https://ritchiessports.com/wp-content/uploads/2020/04/saucony-ladies-breakthur-red-grey.jpg,,Ladies Saucony Breakthru 4 (Ladies Running),,"Product Details
The Breakthru 4 has a engineered mesh upper for a dynamically created fit. This neutral running shoe has a no-nonsense underfoot feel paired with EVERUNTM to tackle all your training needs. Whether it's track day or back day, go earn your breakthrough.
Overview
Successor to the Breakthru 3
Winner of Gear Patrol's – “The 12 Best New Running Shoes of Winter 2018” – Best Shoe No One Seems To Know Exists
Newly added EVERUNTM Topsole construction for enhanced energy return and continuous cushioning throughout the run
Engineered mesh upper for a lightweight, dynamic fit
Molded heel support
Specs
Shoe Category: Neutral
Pronation: Neutral
Cushion: Responsive
Construction Type: Neutral
Surface: Road, Track
Arch: High, Normal (Mid)
Water Resistant: No
Waterproof: No
Offset: 8mm
Heel Stack Height: 25mm
Forefoot Stack Height: 17mm
Weight: 8.6 oz. | 244 g.
",mens-saucony-breakthru-4-mens-running,2020-04-09 23:17:35,,Running Shoes,,50.00,,,,,taxable,Standard,,,,,1,instock,yes,no,,,,post.php?post=77605&action=edit,,publish,,,,no,no,-1,-1,,,,,no,0,variable,https://ritchiessports.com/product/mens-saucony-breakthru-4-mens-running/,,,,Joshua Ritchie,,,Red/Grey,,,,,"women\'s 8, women\'s 9, women\'s 9.5, women\'s 10, women\'s 11, womens 5",,,,,,
77617,77605,,,Ladies Saucony Breakthru 4 (Ladies Running) [#77605 var] (womens 5)(Red/Grey),,,,,,,,100,69.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,,,,,,Red/Grey,,,,,womens 5,,,,,,
77618,77605,,,Ladies Saucony Breakthru 4 (Ladies Running) [#77605 var] (women\'s 9.5)(Red/Grey),,,,,,,,100,69.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,2,,,,,,,,,Red/Grey,,,,,women\'s 9.5,,,,,,
77619,77605,,,Ladies Saucony Breakthru 4 (Ladies Running) [#77605 var] (women\'s 9)(Red/Grey),,,,,,,,100,69.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,3,,,,,,,,,Red/Grey,,,,,women\'s 9,,,,,,
77620,77605,,,Ladies Saucony Breakthru 4 (Ladies Running) [#77605 var] (women\'s 8)(Red/Grey),,,,,,,,100,69.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,4,,,,,,,,,Red/Grey,,,,,women\'s 8,,,,,,
77621,77605,,,Ladies Saucony Breakthru 4 (Ladies Running) [#77605 var] (women\'s 11)(Red/Grey),,,,,,,,100,69.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,5,,,,,,,,,Red/Grey,,,,,women\'s 11,,,,,,
77622,77605,,,Ladies Saucony Breakthru 4 (Ladies Running) [#77605 var] (women\'s 10)(Red/Grey),,,,,,,,100,69.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,6,,,,,,,,,Red/Grey,,,,,women\'s 10,,,,,,
77593,0,https://ritchiessports.com/wp-content/uploads/2020/04/sauony-kinvara9-gray-black.jpg,,Men's  Saucony Kinvara 9 (Men's Running),,"Product Details
Born from the belief that a lightweight running shoe can pack a heavyweight punch, the first Kinvara changed the game. Now in its tenth form, the Kinvara continues to lead the industry in innovation. This neutral running shoe features an EVERUN topsole and flexible EVA+ midsole for a smooth, incredibly energetic ride. The engineered mesh upper is as supportive as it is breathable and will comfortably lock your foot down as you ramp up the pace. With its history behind you, you can focus on the road ahead.

To celebrate a decade of lightweight innovation, Saucony is offering a limited-edition Kinvara 10 featuring the shoe’s original iconic design and colorways - plus a commemorative box!

Overview
Successor to the Kinvara 9
EVERUNTM topsole construction for enhanced energy return and continuous cushioning throughout the run
EVA + midsole
Engineered mesh
FORMFIT performance contoured footbed
Specs
Shoe Category: Neutral
Pronation: Neutral
Cushion: Responsive
Construction Type: Natural Motion
Surface: Road, Track
Arch: Normal (Mid)
Water Resistant: No
Waterproof: No
Offset: 4mm
Heel Stack Height: 23mm
Forefoot Stack Height: 19mm
Weight: 7.8 oz. | 221 g.
",mens-saucony-kinvara-9-mens-running,2020-04-09 23:13:46,,Running Shoes,,50.00,,,,,taxable,Standard,,,,,1,instock,yes,no,,,,post.php?post=77593&action=edit,,publish,,,,no,no,-1,-1,,,,,no,0,variable,https://ritchiessports.com/product/mens-saucony-kinvara-9-mens-running/,,,,Joshua Ritchie,,,Gray/Black,,,,,"men\'s 7, men\'s 7.5, men\'s 8.5, men\'s 9, men\'s 10.5, men\'s 11.5",,,,,,
77598,77593,,,Men's  Saucony Kinvara 9 (Men's Running) [#77593 var] (men\'s 9)(Gray/Black),,,,,,,,110,81.50,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,2,,,,,,,,,Gray/Black,,,,,men\'s 9,,,,,,
77599,77593,,,Men's  Saucony Kinvara 9 (Men's Running) [#77593 var] (men\'s 8.5)(Gray/Black),,,,,,,,110,81.50,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,3,,,,,,,,,Gray/Black,,,,,men\'s 8.5,,,,,,
77600,77593,,,Men's  Saucony Kinvara 9 (Men's Running) [#77593 var] (men\'s 7.5)(Gray/Black),,,,,,,,110,81.50,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,4,,,,,,,,,Gray/Black,,,,,men\'s 7.5,,,,,,
77601,77593,,,Men's  Saucony Kinvara 9 (Men's Running) [#77593 var] (men\'s 7)(Gray/Black),,,,,,,,110,81.50,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,5,,,,,,,,,Gray/Black,,,,,men\'s 7,,,,,,
77602,77593,,,Men's  Saucony Kinvara 9 (Men's Running) [#77593 var] (men\'s 11.5)(Gray/Black),,,,,,,,110,81.50,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,6,,,,,,,,,Gray/Black,,,,,men\'s 11.5,,,,,,
77603,77593,,,Men's  Saucony Kinvara 9 (Men's Running) [#77593 var] (men\'s 10.5)(Gray/Black),,,,,,,,110,81.50,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,7,,,,,,,,,Gray/Black,,,,,men\'s 10.5,,,,,,
77585,0,https://ritchiessports.com/wp-content/uploads/2020/04/saucony-breakthru-gray-black.jpg,,Men's  Saucony Breakthru (Men's Running),,"Product Details
The Breakthru 4 has a engineered mesh upper for a dynamically created fit. This neutral running shoe has a no-nonsense underfoot feel paired with EVERUNTM to tackle all your training needs. Whether it's track day or back day, go earn your breakthrough.
Overview
Successor to the Breakthru 3
Winner of Gear Patrol's – “The 12 Best New Running Shoes of Winter 2018” – Best Shoe No One Seems To Know Exists
Newly added EVERUNTM Topsole construction for enhanced energy return and continuous cushioning throughout the run
Engineered mesh upper for a lightweight, dynamic fit
Molded heel support
Specs
Shoe Category: Neutral
Pronation: Neutral
Cushion: Responsive
Construction Type: Neutral
Surface: Road, Track
Arch: High, Normal (Mid)
Water Resistant: No
Waterproof: No
Offset: 8mm
Heel Stack Height: 25mm
Forefoot Stack Height: 17mm
Weight: 8.6 oz. | 244 g.
",mens-saucony-breakthru-mens-running,2020-04-09 23:04:07,,Running Shoes,,50.00,,,,,taxable,Standard,,,,,1,instock,yes,no,,,,post.php?post=77585&action=edit,,publish,,,,no,no,-1,-1,,,,,no,0,variable,https://ritchiessports.com/product/mens-saucony-breakthru-mens-running/,,,,Joshua Ritchie,,,Gray/Black,,,,,"men\'s 7, men\'s 7.5, men\'s 9",,,,,,
77590,77585,,,Men's  Saucony Breakthru (Men's Running) [#77585 var] (men\'s 9)(Gray/Black),,,,,,,,100,69.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,,,,,,Gray/Black,,,,,men\'s 9,,,,,,
77591,77585,,,Men's  Saucony Breakthru (Men's Running) [#77585 var] (men\'s 7.5)(Gray/Black),,,,,,,,100,69.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,2,,,,,,,,,Gray/Black,,,,,men\'s 7.5,,,,,,
77592,77585,,,Men's  Saucony Breakthru (Men's Running) [#77585 var] (men\'s 7)(Gray/Black),,,,,,,,100,69.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,3,,,,,,,,,Gray/Black,,,,,men\'s 7,,,,,,
77573,0,https://ritchiessports.com/wp-content/uploads/2020/04/Saucony-gride-iso-gray-navy.jpg,,Men's Wide Saucony Guide ISO (Men's Running),,"Product Details
Stability or cushioning? At Saucony, we don’t think you should have to choose one or the other. And our new Guide ISO 2 is here to give you both. With the PWRFOAM midsole and the EVERUNTM topsole, every mile will be met with comfort and support. And if you overpronate, the Guide ISO 2 is for you. Click here for more information
Overview
Successor to the Guide ISO
EVERUNTM Topsole construction for consistent, lasting comfort and pressure relief
Updated ISOFIT design creates a dynamic fit system by adapting to the shape and motion of the runner’s foot
Reflective elements on the heel
Helpful for runners who suffer from mild to severe pronation. Check out this article about pronation to learn more
Specs
Shoe Category: Guidance
Pronation: Moderate
Cushion: Plush
Construction Type: Stability
Surface: Road, Track
Arch: Normal (Mid), Low
Water Resistant: No
Waterproof: No
Offset: 8mm
Heel Stack Height: 27mm
Forefoot Stack Height: 19mm
Weight: 10.3 oz. | 292 g.

",mens-wide-saucony-guide-iso-mens-running,2020-04-09 22:27:00,,Running Shoes,,50.00,,,,,taxable,Standard,,,,,1,instock,yes,no,,,,post.php?post=77573&action=edit,,publish,,,,no,no,-1,-1,,,,,no,0,variable,https://ritchiessports.com/product/mens-wide-saucony-guide-iso-mens-running/,,,,Joshua Ritchie,,,,,,,,"men\'s 8, men\'s 9, men\'s 12, men\'s 13",,,,,,
77581,77573,,,Men's Wide Saucony Guide ISO (Men's Running) [#77573 var] (men\'s 9),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,,,,,,,,,,,men\'s 9,,,,,,
77582,77573,,,Men's Wide Saucony Guide ISO (Men's Running) [#77573 var] (men\'s 8),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,2,,,,,,,,,,,,,,men\'s 8,,,,,,
77583,77573,,,Men's Wide Saucony Guide ISO (Men's Running) [#77573 var] (men\'s 13),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,3,,,,,,,,,,,,,,men\'s 13,,,,,,
77584,77573,,,Men's Wide Saucony Guide ISO (Men's Running) [#77573 var] (men\'s 12),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,4,,,,,,,,,,,,,,men\'s 12,,,,,,
77567,0,https://ritchiessports.com/wp-content/uploads/2020/04/mens-running-shoes.jpg,,Men's Saucony Guide ISO (Men's Running),,"Product Details
Stability or cushioning? At Saucony, we don’t think you should have to choose one or the other. And our new Guide ISO 2 is here to give you both. With the PWRFOAM midsole and the EVERUNTM topsole, every mile will be met with comfort and support. And if you overpronate, the Guide ISO 2 is for you. Click here for more information
Overview
Successor to the Guide ISO
EVERUNTM Topsole construction for consistent, lasting comfort and pressure relief
Updated ISOFIT design creates a dynamic fit system by adapting to the shape and motion of the runner’s foot
Reflective elements on the heel
Helpful for runners who suffer from mild to severe pronation. Check out this article about pronation to learn more
Specs
Shoe Category: Guidance
Pronation: Moderate
Cushion: Plush
Construction Type: Stability
Surface: Road, Track
Arch: Normal (Mid), Low
Water Resistant: No
Waterproof: No
Offset: 8mm
Heel Stack Height: 27mm
Forefoot Stack Height: 19mm
Weight: 10.3 oz. | 292 g.

",mens-saucony-guide-iso-mens-running,2020-04-09 21:20:34,,Running Shoes,,50.00,,,,,taxable,Standard,,,,,1,instock,yes,no,,,,post.php?post=77567&action=edit,,publish,,,,no,no,-1,-1,,,,,no,0,variable,https://ritchiessports.com/product/mens-saucony-guide-iso-mens-running/,,,,Joshua Ritchie,,,Gray/Navy,,,,,"men\'s 7.5, men\'s 8, men\'s 9, men\'s 10.5, men\'s 12.5",,,,,,
77568,77567,,,Men's Saucony Guide ISO (Men's Running) [#77567 var] (men\'s 9)(Gray/Navy),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,1,,,,,,,,,Gray/Navy,,,,,men\'s 9,,,,,,
77569,77567,,,Men's Saucony Guide ISO (Men's Running) [#77567 var] (men\'s 8)(Gray/Navy),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,2,,,,,,,,,Gray/Navy,,,,,men\'s 8,,,,,,
77570,77567,,,Men's Saucony Guide ISO (Men's Running) [#77567 var] (men\'s 7.5)(Gray/Navy),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,3,,,,,,,,,Gray/Navy,,,,,men\'s 7.5,,,,,,
77571,77567,,,Men's Saucony Guide ISO (Men's Running) [#77567 var] (men\'s 12.5)(Gray/Navy),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,4,,,,,,,,,Gray/Navy,,,,,men\'s 12.5,,,,,,
77572,77567,,,Men's Saucony Guide ISO (Men's Running) [#77567 var] (men\'s 10.5)(Gray/Navy),,,,,,,,120,89.95,,,,taxable,Standard,,,,,1,instock,no,no,,,,,,publish,,,,no,no,-1,-1,,,,,no,5,,,,,,,,,Gray/Navy,,,,,men\'s 10.5,,,,,,